tweet,Positive,Negative,Neutral
stephan a smith saying jay cutlers shouldnt be a mvp candidate is just straight up retarded,0.108,0.21,0.682
stephen the threat about your brother doesnt scare me quit runnin your fuckin mouth amp you wont have to hide behind your brother bitch boy,0.128,0.223,0.649
stern fixed the image of the league nba players not knocking they bitch out in elevators,0.17,0.0,0.83
steve calvin annis cunt ,0.0,0.516,0.484
steve mcnair got murdered by his side bitch man life is crazy,0.0,0.541,0.459
stevie j my nigga  bitch be on ten,0.0,0.388,0.612
stfu hoe ,0.0,0.0,1.0
stfu kenya u make me sick lonely desperate bitch,0.0,0.748,0.252
stiff armed his hoe ass lmao,0.342,0.307,0.351
still cant see what niggers see in them white hoes,0.0,0.0,1.0
still confused why king ordered two tranny hookers to the party last night,0.169,0.144,0.688
still dont give a fuck bout a bitch or her dude,0.209,0.278,0.513
still downtown with these bitches,0.0,0.494,0.506
still really confused re humplayproblems i think lucricusis a fag dagger,0.0,0.449,0.551
still waiting for oomf to hit that hoe lololol,0.0,0.0,1.0
still wit the same bitches to the death of ,0.0,0.527,0.473
stolen from  lol but really guys im giving classes on keeping that bitch whos  ,0.238,0.322,0.441
stomach is hurting im starving for some early morning pussy ,0.0,0.407,0.593
stoni is a fuckin queer,0.0,0.0,1.0
stood outside for  minutes to take a phone call went back in and looked in the mirror and saw a somalian fuck the sun lil punk ass bitch,0.0,0.32,0.68
stop smokin bathsalt charlie brown rejectedpeanutsspecials,0.0,0.306,0.694
stop twatching me bitch,0.0,0.75,0.25
stop actin like yu just started wearin ya uggs bitch i seen you break em out in august,0.111,0.267,0.622
stop being a hoe,0.0,0.524,0.476
stop giving these hoes half azz dick plow it deep make her scream nd cream ,0.111,0.38,0.509
stop hatin niggah  i got ya girlfriend callin you a hater niggah ,0.0,0.385,0.615
stop lettin them messy hoes mess with your business,0.0,0.545,0.455
stop rting celtics trash please,0.307,0.293,0.4
stop sayin my gov name fuck wrong widd u bitch is u stupid,0.0,0.727,0.273
stop snitching faggot  ill snap you a nude but promise you wont screenshotdont worry baby i wont ,0.272,0.279,0.449
stop spoiling u fags,0.0,0.524,0.476
stop trying to be down honky ,0.0,0.306,0.694
stop using the word redskins,0.0,0.355,0.645
stop whacking off in the shower queer boy ilovebamf,0.0,0.216,0.784
strapped up fasho cause iont trust no hoe,0.287,0.191,0.522
stress stress go away come again never you fucking bitch,0.207,0.352,0.441
strong jaw ass bitch,0.284,0.629,0.086
strong pussy rt sirratchettness yall think ciara got good pussy,0.437,0.0,0.563
stu a rape faced faggot man im sick of this nigga,0.0,0.639,0.361
stuck up serious bitches are possibly the worst type of girls ever,0.0,0.585,0.415
study by center for biological diversity called taxpayer funded ivanpah a  kill  birds year ,0.0,0.281,0.719
studying for this bio test like a hoe ,0.294,0.0,0.706
stunt on these hoes  ,0.0,0.0,1.0
stupid and aint got hoes shmediumproblems,0.0,0.405,0.595
stupid ass alex scary little bitch throw it,0.0,0.773,0.227
stupid ass hoe,0.0,0.873,0.127
stupid bitch,0.0,1.0,0.0
stupid bitch ,0.0,1.0,0.0
stupid bitch at churchs didnt give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips ,0.0,0.386,0.614
stupid bitch should have stayed home ,0.0,0.643,0.357
stupid bitches deserve to be treated like a stupid bitch,0.119,0.69,0.19
stupid  ltltlt fuck  ,0.0,0.873,0.127
stupid bitches,0.0,1.0,0.0
stupid bitches fucking skanks dumb hoes,0.0,0.784,0.216
stupid cunt bitch on the road,0.0,0.776,0.224
stupid freshman bitches that walk like slow as hell and u cant get around them hurry the fuck up sloth,0.078,0.483,0.439
stupid fucking cunt,0.0,0.873,0.127
stupid hoe is so wack ,0.0,0.459,0.541
stupid lil bitch  really think im trippen  you outttta pocket with this pimpinnn,0.0,0.396,0.604
stupid people talking smack on uncle tim tom are the same ghetto fools wno future im surprised u ignorant niggaz even read or write,0.064,0.294,0.642
stupid teabagger restaurant making customers pay minimum wage fee ,0.0,0.407,0.593
stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde,0.0,0.327,0.673
sub tweeting and uoeno lol bitch,0.264,0.358,0.377
subtweet me one more time you dirty chink whore,0.0,0.516,0.484
subtweeting little bitch taking the high road,0.0,0.369,0.631
subtweettweettweettweet cuz skinny niggah but my dick long,0.0,0.389,0.611
such a trash episode of the walking dead tonight,0.0,0.381,0.619
suck my dick so good im like god dam you dirty bitch,0.325,0.487,0.189
suck my super monkey balls,0.398,0.296,0.306
suddenlink is trash yall know how important bubble guppies is to our day,0.13,0.0,0.87
sum of yall kno yall be on lock but talking bout bitch i aint doing shit tonight ho im tired  ,0.134,0.313,0.553
summer hoes turn into winter wifeys,0.0,0.0,1.0
summer hoes turning into winter wifeys ,0.0,0.0,1.0
summer is over so all you half naked hoes are gonna have to find a personality now ,0.0,0.0,1.0
summer time bitch always wild ,0.0,0.487,0.513
sumn wrong wit da pussy een tho i aint gonn hit it ima still make sure dat she gushy,0.107,0.145,0.748
sundays are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league,0.106,0.088,0.806
sup bitches,0.0,0.796,0.204
super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,0.356,0.249,0.395
superman your ho eyyyy,0.0,0.0,1.0
supporters of officer darren wilson rally in st louis  ferguson kkk tcot tpot teabaggers teaparty,0.172,0.0,0.828
sure i got a nice car a  inch tv stainless steel appliances in my apartment and a few thousand twitter followers but i aint got no hoes,0.236,0.0,0.764
sure wish my nose would stop drippingthis sick shit is for the birds,0.226,0.412,0.362
surprise bitch ,0.356,0.644,0.0
surprise surprise tsa trashes brandon darbys border patrol sources ,0.375,0.0,0.625
surrender of divinity  conquerors of the apocalypse  via youtube gtoriental black metal hell,0.192,0.238,0.57
suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch,0.0,0.245,0.755
swag bitch gratata ,0.0,0.655,0.345
swag fags who gags lml nd yall niggaz wanna ce swagged up foh im gxxd ill stay gd up ,0.0,0.135,0.865
swag killed the bitch like columbine,0.181,0.601,0.217
swap meet bound beaner,0.0,0.0,1.0
swear to god man niggas talk more than bitches these days,0.124,0.461,0.415
sweet jesus morningjoe are you going to split screen rep james clyburn amp charlie daniels at the same time morningjoe,0.136,0.0,0.864
sweet milf in white lingerie has her hose ripped and her  ,0.231,0.0,0.769
sweet and innocent schoolgirl minami   ,0.643,0.0,0.357
sweet baby birds you crack me up  houston foodlovers ,0.273,0.0,0.727
sweet innocent teen clothes ripped and pussy  ,0.519,0.0,0.481
sweet yellow bone thang i call her honey mustard ,0.3,0.0,0.7
sweet just found that box of twinkies i bought last year for  i bet its at least tripled by now such a nobrainer buy,0.13,0.0,0.87
sweetheart to a lady but im hard on a hoe ,0.259,0.156,0.585
swing on her rt callherebby i really dont like this woman old hag ass bitch,0.0,0.468,0.532
switch a roo yo hoe let me hit her,0.0,0.0,1.0
switcharoo on yo main bitch me and my niggga hell naw we dont date hoes,0.0,0.393,0.607
switcharoo yo hoe,0.0,0.0,1.0
switcheroo on yo main bitch me and my nigga hell naw we dont date hoes,0.0,0.393,0.607
switcheroo on yo main hoe hell naw me and my nigggas dont save hoes,0.0,0.376,0.624
sydney on this hoe asking dumb ass questions,0.0,0.531,0.469
t talked sooooo much shit today that he would mop the floor with kyle and i we both ended up raping his time bitch,0.0,0.391,0.609
t up bitch no chaser needed tsu  ,0.0,0.6,0.4
tcby with these hoes   arabellaann jackireininga ,0.0,0.0,1.0
tk fucking money bitch,0.0,0.576,0.424
tlcs chilli and her bullied son have the same moustache and seem to share clothes yer in the public eye stop crying ya flaky bitch,0.062,0.373,0.565
tmz hoes ,0.0,0.0,1.0
trust me seattlegt we give thanksgiving its duegt a huge flightless bird dream come true for european bird eaters,0.426,0.0,0.574
trust me when i say that jesuschrist would be killing faggots if he came back to life in todays day and agegt spartacus rome,0.103,0.27,0.627
turnt up with yo bitch in a house party,0.216,0.304,0.48
tv makes these hoes seem more attractive yawns,0.313,0.0,0.687
twitter is just like real lifefilled with pussies,0.263,0.0,0.737
twitter newsflash  do not ever visit easton pburg area theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions,0.078,0.099,0.823
taco bell is super trash when youre sober,0.358,0.0,0.642
tail light out not giving a fuck rollin up on a bitch wit da head lights off,0.138,0.282,0.58
take a bitch to soho for some froyo tell her she gon blow it romo,0.0,0.226,0.774
take off you fucking hoser,0.0,0.0,1.0
take that and shove it up your ass keitholbermann yankees derekjeter,0.0,0.259,0.741
take yo bitch on a dinner date then i paint her face,0.0,0.297,0.703
take yo hoe ass to sleep,0.0,0.412,0.588
taking out a second mortgage and betting it all on the yankees winning the world cup they win a lot seemed like a nobrainer to me,0.327,0.0,0.673
taking pics im the school bathroom is fucking stupid retards,0.0,0.291,0.709
talk about me behind my back  hate that pussy shit,0.0,0.477,0.523
talk about pussy power ,0.0,0.0,1.0
talk alot of shit but if i want ill put u on the spot so dont test me bitch,0.226,0.244,0.529
talked to deigo last night my dawg good like that bitch maegan,0.297,0.209,0.495
talkin brokanese i took yo bitch and broke her knees,0.0,0.485,0.515
talking angela is a hoe,0.0,0.0,1.0
talking shit like a hoe about huh so like a man ima murk you wen i see you,0.243,0.175,0.583
tanning with my main bitch,0.0,0.487,0.513
tarantulas are dope but the spiders that are small n can kill you fuck dat rt  spiders arent scary sheesh  some pussies,0.105,0.345,0.55
taria the filterless sisdari the angelic sisim the big bro lol and jigg lil ,0.177,0.0,0.823
tarzan out dis hoe ,0.0,0.0,1.0
tattoos are about expression not meaning one mans trash is another mans treasure ,0.155,0.0,0.845
taught ma lil niggah how to treat a girl,0.278,0.0,0.722
taught me how to hate a bitch,0.0,0.652,0.348
taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,0.197,0.161,0.642
tbt nigguh ,0.0,0.0,1.0
teach me rt intellectsrus you really be fucking bitches brah,0.0,0.331,0.669
teacher why am i hearing talking  because you have ears bitch,0.0,0.297,0.703
teacher you had all weekend to do you homework me uhm sorry bitch but i have a life,0.0,0.202,0.798
teairri marie is crazythe poor girl aint do anything to herbitter ass bird,0.0,0.375,0.625
team john in this bitch ,0.0,0.529,0.471
technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,0.113,0.334,0.552
technology aint doin nothing but making these hoes look better,0.3,0.0,0.7
teen gets all her holes penetrated and even fists her  ,0.0,0.0,1.0
tell a bitch gtfo my face fa no reason,0.0,0.5,0.5
tell a hater i said fuck you tell your bitch i said fuck you,0.0,0.66,0.34
tell a itty bitty bitch pipe down,0.0,0.432,0.568
tell dem thot bitches im not right ,0.0,0.394,0.606
tell me that that pussy is mineeeee,0.0,0.0,1.0
tell that hating ass niggah to shut the fuck up,0.0,0.595,0.405
tell them hoes im all friended out,0.31,0.0,0.69
tell them hoes come here  cause it look like they forgot bout me  but the fact that they aint seen me  that should say alot bout me,0.063,0.0,0.937
tell them lie speakin lips they should try pleadin  more often bitch and refer to me as your awesomeness,0.0,0.185,0.815
tell them skinny hoes bounce bring them thick bitches back,0.0,0.302,0.698
tell these hoes i love them just to fuck em,0.286,0.238,0.476
tell your bae ho tre testicoli it means i love your eyes in italian,0.259,0.0,0.741
tellin me im disrespectful but i aint the one callin everybody a bitch for free,0.215,0.252,0.533
temples playing with my life i might be i working bitch this semester cuz im not paying outta pocket,0.087,0.184,0.728
tempted to finish every sentence i say today with yo or bitch breakingbad,0.086,0.252,0.662
terio got all the hoes ,0.0,0.0,1.0
terrifying leprechaun ,0.0,0.787,0.213
text me instead of playing flappy birds soiknowitsreal,0.205,0.0,0.795
text me nig nogs ,0.0,0.0,1.0
text me with plans nigs,0.0,0.0,1.0
text ya bitch like ya man suck meet me at da birkin store tell em get his bands up ,0.099,0.266,0.635
text your bitch some lyrics from that new ty dolla ign tape before she wake up so shell nag you a little less today,0.089,0.225,0.685
